session_id,step_id,interface_option,interface_order,quantitative,qualitative
073ff8f1-2ce0-46da-a6a5-536ae9a48448,multi-survey,multi,"['single', 'benchmark', 'multi']","[{'questionId': 'ease', 'answer': 2}, {'questionId': 'fun', 'answer': 1}, {'questionId': 'helpful', 'answer': 1}, {'questionId': 'useful', 'answer': 1}, {'questionId': 'multi_scroll_notice', 'answer': 5}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 1}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 4}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 1}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 7}, {'questionId': 'multi_filter_easy', 'answer': 1}, {'questionId': 'multi_filter_helpful', 'answer': 2}, {'questionId': 'multi_header_click_filters', 'answer': 7}, {'questionId': 'multi_cell_action_combined', 'answer': 7}, {'questionId': 'multi_item_click_shows_list', 'answer': 6}, {'questionId': 'multi_show_results_button', 'answer': 1}, {'questionId': 'multi_history_saved', 'answer': 1}, {'questionId': 'multi_history_step_back', 'answer': 1}]",[]
073ff8f1-2ce0-46da-a6a5-536ae9a48448,single-survey,single,"['single', 'benchmark', 'multi']","[{'questionId': 'ease', 'answer': 6}, {'questionId': 'fun', 'answer': 3}, {'questionId': 'helpful', 'answer': 4}, {'questionId': 'useful', 'answer': 4}, {'questionId': 'single_horiz_scroll_ease', 'answer': 7}, {'questionId': 'single_title_filter_intuitive', 'answer': 2}, {'questionId': 'single_title_filter_clear', 'answer': 7}, {'questionId': 'single_info_density', 'answer': 7}, {'questionId': 'single_compare_helpful', 'answer': 6}, {'questionId': 'single_independent_lists', 'answer': 7}]",[]
0a3d9e56-4b43-4bf0-9b05-ef57dd30be2a,benchmark-survey,benchmark,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'benchmark_list_scan_ease', 'answer': 7}, {'questionId': 'benchmark_list_efficient', 'answer': 7}]",[]
0a3d9e56-4b43-4bf0-9b05-ef57dd30be2a,multi-survey,multi,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'multi_scroll_notice', 'answer': 7}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 7}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 1}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 7}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 1}, {'questionId': 'multi_filter_easy', 'answer': 7}, {'questionId': 'multi_filter_helpful', 'answer': 7}, {'questionId': 'multi_header_click_filters', 'answer': 7}, {'questionId': 'multi_cell_action_combined', 'answer': 7}, {'questionId': 'multi_item_click_shows_list', 'answer': 7}, {'questionId': 'multi_history_saved', 'answer': 6}, {'questionId': 'multi_history_step_back', 'answer': 6}, {'questionId': 'multi_show_results_button', 'answer': 7}]",[]
0a3d9e56-4b43-4bf0-9b05-ef57dd30be2a,single-survey,single,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 6}, {'questionId': 'fun', 'answer': 2}, {'questionId': 'helpful', 'answer': 5}, {'questionId': 'useful', 'answer': 2}, {'questionId': 'single_horiz_scroll_ease', 'answer': 6}, {'questionId': 'single_title_filter_intuitive', 'answer': 6}, {'questionId': 'single_title_filter_clear', 'answer': 7}, {'questionId': 'single_info_density', 'answer': 7}, {'questionId': 'single_compare_helpful', 'answer': 5}, {'questionId': 'single_independent_lists', 'answer': 3}]",[]
177ea1ba-e7a2-4bb8-8e8c-30b6320e9fd2,benchmark-survey,benchmark,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 6}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'benchmark_list_scan_ease', 'answer': 7}, {'questionId': 'benchmark_list_efficient', 'answer': 7}]",[]
177ea1ba-e7a2-4bb8-8e8c-30b6320e9fd2,multi-survey,multi,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 6}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'multi_scroll_notice', 'answer': 3}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 4}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 7}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 1}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 7}, {'questionId': 'multi_filter_easy', 'answer': 7}, {'questionId': 'multi_filter_helpful', 'answer': 7}, {'questionId': 'multi_header_click_filters', 'answer': 7}, {'questionId': 'multi_cell_action_combined', 'answer': 1}, {'questionId': 'multi_item_click_shows_list', 'answer': 7}, {'questionId': 'multi_show_results_button', 'answer': 1}, {'questionId': 'multi_history_saved', 'answer': 7}, {'questionId': 'multi_history_step_back', 'answer': 7}]","[{'questionId': 'multi_improve', 'answer': 'Jet to rozwojowy pomysł '}, {'questionId': 'multi_what_works', 'answer': 'Przewijanie w pionie jest najbardziej intuicyjne'}]"
177ea1ba-e7a2-4bb8-8e8c-30b6320e9fd2,single-survey,single,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'single_horiz_scroll_ease', 'answer': 4}, {'questionId': 'single_title_filter_intuitive', 'answer': 7}, {'questionId': 'single_info_density', 'answer': 7}, {'questionId': 'single_compare_helpful', 'answer': 7}, {'questionId': 'single_independent_lists', 'answer': 1}, {'questionId': 'single_title_filter_clear', 'answer': 1}]","[{'questionId': 'single_title_filter_feedback', 'answer': 'Przejrzystość'}]"
1925a64c-63bc-47f1-922b-05e1572b0ba3,benchmark-survey,benchmark,"['benchmark', 'single', 'multi']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 5}, {'questionId': 'benchmark_list_scan_ease', 'answer': 4}, {'questionId': 'benchmark_list_efficient', 'answer': 6}]","[{'questionId': 'benchmark_feature_ideas', 'answer': 'mapa'}]"
1925a64c-63bc-47f1-922b-05e1572b0ba3,multi-survey,multi,"['benchmark', 'single', 'multi']","[{'questionId': 'ease', 'answer': 6}, {'questionId': 'fun', 'answer': 5}, {'questionId': 'helpful', 'answer': 5}, {'questionId': 'useful', 'answer': 5}, {'questionId': 'multi_scroll_notice', 'answer': 7}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 5}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 6}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 5}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 3}, {'questionId': 'multi_filter_easy', 'answer': 6}, {'questionId': 'multi_filter_helpful', 'answer': 6}, {'questionId': 'multi_header_click_filters', 'answer': 6}, {'questionId': 'multi_cell_action_combined', 'answer': 5}, {'questionId': 'multi_item_click_shows_list', 'answer': 5}, {'questionId': 'multi_show_results_button', 'answer': 6}, {'questionId': 'multi_history_saved', 'answer': 6}, {'questionId': 'multi_history_step_back', 'answer': 4}]",[]
1925a64c-63bc-47f1-922b-05e1572b0ba3,single-survey,single,"['benchmark', 'single', 'multi']","[{'questionId': 'ease', 'answer': 6}, {'questionId': 'fun', 'answer': 6}, {'questionId': 'helpful', 'answer': 6}, {'questionId': 'useful', 'answer': 6}, {'questionId': 'single_horiz_scroll_ease', 'answer': 7}, {'questionId': 'single_title_filter_intuitive', 'answer': 6}, {'questionId': 'single_title_filter_clear', 'answer': 6}, {'questionId': 'single_info_density', 'answer': 6}, {'questionId': 'single_compare_helpful', 'answer': 5}, {'questionId': 'single_independent_lists', 'answer': 5}]",[]
25b78ff2-cbf6-4df6-bc5b-2dc1f5c2beba,benchmark-survey,benchmark,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'benchmark_list_efficient', 'answer': 6}, {'questionId': 'benchmark_list_scan_ease', 'answer': 7}]",[]
25b78ff2-cbf6-4df6-bc5b-2dc1f5c2beba,multi-survey,multi,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 4}, {'questionId': 'helpful', 'answer': 4}, {'questionId': 'fun', 'answer': 4}, {'questionId': 'useful', 'answer': 3}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 7}, {'questionId': 'multi_scroll_notice', 'answer': 4}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 2}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 2}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 7}, {'questionId': 'multi_filter_helpful', 'answer': 3}, {'questionId': 'multi_filter_easy', 'answer': 4}, {'questionId': 'multi_header_click_filters', 'answer': 4}, {'questionId': 'multi_show_results_button', 'answer': 6}, {'questionId': 'multi_history_step_back', 'answer': 1}, {'questionId': 'multi_cell_action_combined', 'answer': 4}, {'questionId': 'multi_item_click_shows_list', 'answer': 5}, {'questionId': 'multi_history_saved', 'answer': 1}]","[{'questionId': 'multi_what_works', 'answer': 'This type of browser is not my favorite. Too many options in one. I prefer linear browsing'}]"
25b78ff2-cbf6-4df6-bc5b-2dc1f5c2beba,single-survey,single,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 5}, {'questionId': 'fun', 'answer': 5}, {'questionId': 'helpful', 'answer': 3}, {'questionId': 'useful', 'answer': 3}, {'questionId': 'single_horiz_scroll_ease', 'answer': 7}, {'questionId': 'single_title_filter_intuitive', 'answer': 2}, {'questionId': 'single_title_filter_clear', 'answer': 2}, {'questionId': 'single_info_density', 'answer': 3}, {'questionId': 'single_compare_helpful', 'answer': 1}, {'questionId': 'single_independent_lists', 'answer': 7}]","[{'questionId': 'single_what_works', 'answer': 'I prefere the browser which showing the sum list of my chooses'}, {'questionId': 'single_title_filter_feedback', 'answer': 'nothing special'}]"
2d5a0430-d472-41de-8437-d18e93908c94,benchmark-survey,benchmark,"['single', 'multi', 'benchmark']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 6}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'benchmark_list_scan_ease', 'answer': 7}, {'questionId': 'benchmark_list_efficient', 'answer': 7}]",[]
2d5a0430-d472-41de-8437-d18e93908c94,multi-survey,multi,"['single', 'multi', 'benchmark']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 6}, {'questionId': 'useful', 'answer': 6}, {'questionId': 'multi_scroll_notice', 'answer': 6}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 6}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 3}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 4}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 2}, {'questionId': 'multi_filter_easy', 'answer': 4}, {'questionId': 'multi_filter_helpful', 'answer': 6}, {'questionId': 'multi_header_click_filters', 'answer': 5}, {'questionId': 'multi_cell_action_combined', 'answer': 7}, {'questionId': 'multi_item_click_shows_list', 'answer': 7}, {'questionId': 'multi_show_results_button', 'answer': 7}, {'questionId': 'multi_history_saved', 'answer': 6}, {'questionId': 'multi_history_step_back', 'answer': 7}]",[]
2d5a0430-d472-41de-8437-d18e93908c94,single-survey,single,"['single', 'multi', 'benchmark']","[{'questionId': 'ease', 'answer': 3}, {'questionId': 'fun', 'answer': 4}, {'questionId': 'helpful', 'answer': 5}, {'questionId': 'useful', 'answer': 4}, {'questionId': 'single_title_filter_intuitive', 'answer': 6}, {'questionId': 'single_horiz_scroll_ease', 'answer': 3}, {'questionId': 'single_title_filter_clear', 'answer': 6}, {'questionId': 'single_info_density', 'answer': 4}, {'questionId': 'single_compare_helpful', 'answer': 6}, {'questionId': 'single_independent_lists', 'answer': 5}]",[]
343da180-8031-4b31-9e6e-333341a68929,benchmark-survey,benchmark,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 6}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'benchmark_list_scan_ease', 'answer': 6}, {'questionId': 'benchmark_list_efficient', 'answer': 5}]","[{'questionId': 'benchmark_feature_ideas', 'answer': 'Map view of all accommodations would be useful\nSearch by name function was missing'}]"
343da180-8031-4b31-9e6e-333341a68929,multi-survey,multi,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 4}, {'questionId': 'fun', 'answer': 4}, {'questionId': 'helpful', 'answer': 5}, {'questionId': 'useful', 'answer': 2}, {'questionId': 'multi_scroll_notice', 'answer': 4}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 5}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 5}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 2}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 6}, {'questionId': 'multi_filter_easy', 'answer': 4}, {'questionId': 'multi_filter_helpful', 'answer': 5}, {'questionId': 'multi_header_click_filters', 'answer': 7}, {'questionId': 'multi_cell_action_combined', 'answer': 7}, {'questionId': 'multi_item_click_shows_list', 'answer': 1}, {'questionId': 'multi_show_results_button', 'answer': 3}, {'questionId': 'multi_history_saved', 'answer': 6}, {'questionId': 'multi_history_step_back', 'answer': 1}]","[{'questionId': 'multi_improve', 'answer': '...but feels over engineered.\nScroll bars for both directions would be easier to understand than arrows.\nThe same accommodation would come up in different cells, which was confusing.'}, {'questionId': 'multi_what_works', 'answer': ""It's crafty...""}]"
343da180-8031-4b31-9e6e-333341a68929,single-survey,single,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 6}, {'questionId': 'fun', 'answer': 5}, {'questionId': 'helpful', 'answer': 3}, {'questionId': 'useful', 'answer': 2}, {'questionId': 'single_title_filter_intuitive', 'answer': 4}, {'questionId': 'single_horiz_scroll_ease', 'answer': 6}, {'questionId': 'single_title_filter_clear', 'answer': 7}, {'questionId': 'single_info_density', 'answer': 5}, {'questionId': 'single_compare_helpful', 'answer': 6}, {'questionId': 'single_independent_lists', 'answer': 7}]","[{'questionId': 'single_what_works', 'answer': 'Easy to find something quickly.'}, {'questionId': 'single_title_filter_improve', 'answer': 'It was confusing to press the up arrow and the price/distance/rating decreased.\nAdd extra filtering options after selecting the first group (e.g. after selecting the price range, show a similar menu for distance and rating).\n'}, {'questionId': 'single_title_filter_feedback', 'answer': 'It does not feel like it allowed for the same control over the search like the previous interfaces.'}]"
3ed81737-2bf9-427e-9506-71832d67748a,benchmark-survey,benchmark,"['multi', 'benchmark', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'benchmark_list_scan_ease', 'answer': 7}, {'questionId': 'benchmark_list_efficient', 'answer': 7}]",[]
3ed81737-2bf9-427e-9506-71832d67748a,multi-survey,multi,"['multi', 'benchmark', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'multi_scroll_notice', 'answer': 7}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 7}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 7}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 7}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 7}, {'questionId': 'multi_filter_easy', 'answer': 7}, {'questionId': 'multi_filter_helpful', 'answer': 7}, {'questionId': 'multi_header_click_filters', 'answer': 7}, {'questionId': 'multi_cell_action_combined', 'answer': 7}, {'questionId': 'multi_show_results_button', 'answer': 7}, {'questionId': 'multi_history_saved', 'answer': 7}, {'questionId': 'multi_history_step_back', 'answer': 7}, {'questionId': 'multi_item_click_shows_list', 'answer': 7}]",[]
3ed81737-2bf9-427e-9506-71832d67748a,single-survey,single,"['multi', 'benchmark', 'single']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'single_horiz_scroll_ease', 'answer': 7}, {'questionId': 'single_title_filter_intuitive', 'answer': 7}, {'questionId': 'single_title_filter_clear', 'answer': 7}, {'questionId': 'single_info_density', 'answer': 7}, {'questionId': 'single_compare_helpful', 'answer': 7}, {'questionId': 'single_independent_lists', 'answer': 7}]",[]
4023dfff-6229-448f-af14-ae8372bdb209,benchmark-survey,benchmark,"['single', 'multi', 'benchmark']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 7}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'benchmark_list_scan_ease', 'answer': 7}, {'questionId': 'benchmark_list_efficient', 'answer': 7}]","[{'questionId': 'benchmark_feature_ideas', 'answer': 'add more features to choose like pet freindly, quiet neigborhood, familiy friendly, accessibility'}]"
4023dfff-6229-448f-af14-ae8372bdb209,multi-survey,multi,"['single', 'multi', 'benchmark']","[{'questionId': 'ease', 'answer': 4}, {'questionId': 'fun', 'answer': 2}, {'questionId': 'helpful', 'answer': 6}, {'questionId': 'useful', 'answer': 1}, {'questionId': 'multi_scroll_notice', 'answer': 2}, {'questionId': 'multi_scroll_axes_confusing', 'answer': 7}, {'questionId': 'multi_scroll_axes_helpful', 'answer': 2}, {'questionId': 'multi_scroll_diagonal_helpful', 'answer': 1}, {'questionId': 'multi_scroll_diagonal_confusing', 'answer': 7}, {'questionId': 'multi_filter_easy', 'answer': 3}, {'questionId': 'multi_filter_helpful', 'answer': 5}, {'questionId': 'multi_cell_action_combined', 'answer': 1}, {'questionId': 'multi_header_click_filters', 'answer': 7}, {'questionId': 'multi_item_click_shows_list', 'answer': 1}, {'questionId': 'multi_show_results_button', 'answer': 1}, {'questionId': 'multi_history_saved', 'answer': 7}, {'questionId': 'multi_history_step_back', 'answer': 5}]","[{'questionId': 'multi_what_works', 'answer': 'It could be helpful to search for very specific offers.'}, {'questionId': 'multi_improve', 'answer': ""I don't know, too many arrows made it complicated""}]"
4023dfff-6229-448f-af14-ae8372bdb209,single-survey,single,"['single', 'multi', 'benchmark']","[{'questionId': 'ease', 'answer': 7}, {'questionId': 'fun', 'answer': 5}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 7}, {'questionId': 'single_horiz_scroll_ease', 'answer': 5}, {'questionId': 'single_title_filter_intuitive', 'answer': 7}, {'questionId': 'single_title_filter_clear', 'answer': 7}, {'questionId': 'single_info_density', 'answer': 4}, {'questionId': 'single_compare_helpful', 'answer': 7}, {'questionId': 'single_independent_lists', 'answer': 7}]","[{'questionId': 'single_what_works', 'answer': 'intuitive, easy to use'}, {'questionId': 'single_title_filter_improve', 'answer': 'by adding size of the room, e.g. 2-3 person\nby showing offers in order, from highest rating or from lowest price'}, {'questionId': 'single_title_filter_feedback', 'answer': ""it's easy to compare many offers quickly""}]"
4c6716ce-2a1e-418a-8d9e-753859069a71,benchmark-survey,benchmark,"['benchmark', 'multi', 'single']","[{'questionId': 'ease', 'answer': 6}, {'questionId': 'fun', 'answer': 6}, {'questionId': 'helpful', 'answer': 7}, {'questionId': 'useful', 'answer': 6}, {'questionId': 'benchmark_list_scan_ease', 'answer': 5}, {'questionId': 'benchmark_list_efficient', 'answer': 6}]",[]
