session_id,step_id,interface_option,interface_order,quantitative,qualitative
3ed81737-2bf9-427e-9506-71832d67748a,final-survey,,"['multi', 'benchmark', 'single']",[],"[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
4023dfff-6229-448f-af14-ae8372bdb209,final-survey,,"['single', 'multi', 'benchmark']","[{'questionId': 'age', 'answer': '27'}]","[{'questionId': 'favorite', 'answer': '2'}, {'questionId': 'favoriteWhy', 'answer': 'the easiest to understand, very detailed'}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': ""I'm used to it and I find it intuitive.""}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': '2 – 3 times a year'}]"
4c6716ce-2a1e-418a-8d9e-753859069a71,final-survey,,"['benchmark', 'multi', 'single']",[],"[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': 'Because I know how it works, as most of the booking-websites use this interface style'}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}]"
55eda0b3-163d-49e2-8063-257d765a6847,final-survey,,"['single', 'benchmark', 'multi']","[{'questionId': 'age', 'answer': '30'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': 'Simple, intuitive, I like lists'}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': 'Custom filters'}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
56627cf8-2ec4-41e5-8a4c-4e65be62cb41,final-survey,,"['single', 'multi', 'benchmark']","[{'questionId': 'age', 'answer': '22'}]","[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
599ccdc5-f31c-482e-a1d2-ae84b4393e19,final-survey,,"['multi', 'benchmark', 'single']","[{'questionId': 'age', 'answer': '59'}]","[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': 'It is fast and comfortable'}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': 'It is modern and useful'}, {'questionId': 'rank', 'answer': '[""multi"",""benchmark"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
5ad7541d-e2ec-4675-9586-7a8981986e2d,final-survey,,"['single', 'multi', 'benchmark']","[{'questionId': 'age', 'answer': '26'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
6845ae9e-08f7-4642-860e-249139a5f885,final-survey,,"['benchmark', 'multi', 'single']",[],"[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': ""Honestly most easy to use as it's the most common one, I'm used to it.""}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': 'Same reason as above, out of habit. '}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}]"
6a844a80-d632-4a7b-9528-51943c071856,final-survey,,"['multi', 'single', 'benchmark']","[{'questionId': 'age', 'answer': '26'}]","[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': ""I'm used of it and it's easier""}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
6ff1ae2c-0f49-43f4-b648-d1f6f902d278,final-survey,,"['single', 'benchmark', 'multi']","[{'questionId': 'age', 'answer': '31'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
70c25238-510a-4071-bd0c-8495ccca678b,final-survey,,"['multi', 'single', 'benchmark']","[{'questionId': 'age', 'answer': '28'}]","[{'questionId': 'favorite', 'answer': '2'}, {'questionId': 'favoriteWhy', 'answer': 'Variable filter ranges \nOne result list displayed wich changes according to set filters\nScrolling vertically\nEasy overview of filters with min/max and chosen range on the left side'}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': 'It is way quicker to select multiple filters and keep an overview of selected filters. One list with results which makes it easier than choosing between multiple category lists and thinking about which is the smartest to use and continue with, because you almost always want to select multiple filters at once.'}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': '2 – 3 times a year'}]"
768d568e-02e2-4ea6-b088-bedc22fbf705,final-survey,,"['benchmark', 'single', 'multi']","[{'questionId': 'age', 'answer': '25'}]","[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': '2 – 3 times a year'}]"
77f87ad4-ea54-49f0-8988-37946b76d636,final-survey,,"['multi', 'benchmark', 'single']","[{'questionId': 'age', 'answer': '28'}]","[{'questionId': 'favorite', 'answer': '2'}, {'questionId': 'favoriteWhy', 'answer': 'This interface was new to me and still easy to understand. With this system I was able to find good results quickly.'}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': ""I know this interface well, and it's easy to use. I've always used it. Therefore, I would probably always prefer this one.""}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ""Since man is known to be a creature of habit, I would probably always use the system that is best known to me. But I also liked the Netflix Style Interface and if this would be automatically suggested on a page, I would probably use this one. The Multi Directional Interface was too complicated for me and I probably wouldn't use it.""}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': '2 – 3 times a year'}]"
7a4e4f17-ba1d-4573-be9d-344a5e30bac5,final-survey,,"['single', 'multi', 'benchmark']","[{'questionId': 'age', 'answer': '25'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': ""It is new and it is nice to use when I don't really know what I want ""}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'When visiting a different city I might not know what I want and why I would want some things. It is good to explore options and this interface helps with that :D '}, {'questionId': 'rank', 'answer': '[""multi"",""benchmark"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
877aa638-a213-4915-ac69-435ee774611a,final-survey,,"['benchmark', 'multi', 'single']","[{'questionId': 'age', 'answer': '51'}]","[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
882237df-2e45-4b42-a986-024537b80644,final-survey,,"['single', 'benchmark', 'multi']","[{'questionId': 'age', 'answer': '58'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
8d50a960-fef3-4721-bfe1-76c5cae9dae7,final-survey,,"['benchmark', 'single', 'multi']","[{'questionId': 'age', 'answer': '31'}]","[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': 'Most familiar and easiest to navigate.'}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': 'Same as above.'}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': 'I would incorporate ChatGPT/AI into it where you start your search with a short conversation around the purpose of your trip and how you want to spend it. Based on that the search engine could provide you with few recommendations. '}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
8dc27316-3acf-48f0-ad39-d44cde754034,final-survey,,"['single', 'multi', 'benchmark']","[{'questionId': 'age', 'answer': '27'}]","[{'questionId': 'favorite', 'answer': '2'}, {'questionId': 'favoriteWhy', 'answer': ""It's the most intuitive one""}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': 'Helps to get the sought-after result in the fastest, the most efficient manner'}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
8f77b2d0-9f68-4e33-9133-eddc537c73e8,final-survey,,"['single', 'benchmark', 'multi']",[],"[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': 'Very clear and the way of presenting is already known from Booking site.'}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'The quickest and easiest for me.'}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': 'Good job, very nicely done with paying great attention to details, modern project, good luck you talented lady, we love you!'}]"
8f79f055-7919-41c7-911d-b3c7189bfacd,final-survey,,"['single', 'benchmark', 'multi']","[{'questionId': 'age', 'answer': '25'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': 'Most familiar, easy to use.'}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'Most familiar, easy to use.'}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': 'People like what they know and the main characteristic a booking site should have is ease of use. The multi directional interface is new and not immediately easy to use. '}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
92b0d168-2038-449a-8780-0a9dc07594fd,final-survey,,"['multi', 'benchmark', 'single']",[],"[{'questionId': 'favorite', 'answer': 'multi'}, {'questionId': 'favoriteWhy', 'answer': 'multi-directional form'}, {'questionId': 'real', 'answer': 'multi'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': 'Nice comparison '}]"
93d991fb-be62-482a-a443-9651dc0ed391,final-survey,,"['multi', 'benchmark', 'single']",[],"[{'questionId': 'favorite', 'answer': 'multi'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': 'multi'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': 'It was an interesting experience in booking your holiday.'}]"
98ad7c12-53ba-4564-b93f-57f1f809f8cd,final-survey,,"['benchmark', 'multi', 'single']","[{'questionId': 'age', 'answer': '26'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': 'It keeps the information in the center, no extra noise'}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'Because we are used to it, the booking style is easier, but if i get used to the other one, i would use it'}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
9d43560f-ceb3-4a41-a87d-5ee1b147cae9,final-survey,,"['single', 'multi', 'benchmark']","[{'questionId': 'age', 'answer': '44'}]","[{'questionId': 'favorite', 'answer': '2'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
a190f603-8556-43e7-aa16-e999b9b6a7db,final-survey,,"['benchmark', 'single', 'multi']","[{'questionId': 'age', 'answer': '50'}]","[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': 'PROBABLY IT WAS THE MOST EASY FOR ME... PERHAPS FOR MY PREVIOUS EXPERIENCE'}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
a1cca75c-444e-4562-b002-1c637021f525,final-survey,,"['benchmark', 'single', 'multi']","[{'questionId': 'age', 'answer': '65'}]","[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
a1ff06a1-b9f9-448d-9f1b-db87256214b7,final-survey,,"['benchmark', 'multi', 'single']",[],"[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': 'Because of already knowing it, so it was easy to filter scan the hotels fast'}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': 'Because it is easy to gain a quick overview'}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}]"
a7bb5591-a88b-4c19-aef9-f95912f6ea94,final-survey,,"['single', 'benchmark', 'multi']","[{'questionId': 'age', 'answer': '28'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': 'All filter options clearly visible on the left. Here you can easily select the minimum rating or the price range you would like to see. '}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'It felt the most intuitive '}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': 'Improve the user experience when using the web browser on the phone'}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': '2 – 3 times a year'}]"
a7fdc253-e41b-41d3-a603-d49b76e5d39f,final-survey,,"['benchmark', 'single', 'multi']",[],"[{'questionId': 'favorite', 'answer': '2'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""multi"",""single"",""benchmark""]'}, {'questionId': 'feedback', 'answer': ''}]"
aaece07b-b498-490d-a4a2-7c0c80782feb,final-survey,,"['multi', 'single', 'benchmark']",[],"[{'questionId': 'favorite', 'answer': '2'}, {'questionId': 'favoriteWhy', 'answer': 'Most familiar and allows me to set filters such as price, distance or rating myself.'}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': 'Most familiar and allows me to set filters such as price, distance or rating myself.'}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': 'Ideally, it would be a bit of a combination of booking style and multi-directional.'}]"
aba196a9-b65f-4115-9f51-986d115d77f2,final-survey,,"['multi', 'benchmark', 'single']","[{'questionId': 'age', 'answer': '26'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': ""- it was easy to use\n- I quickly found the best accommodation for my needs\n- it was familiar to me so I didn't have to learn how to use it""}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'I think I can find the best options this way with not much trouble'}, {'questionId': 'rank', 'answer': '[""benchmark"",""multi"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': '2 – 3 times a year'}]"
ad8c1846-3510-4c7b-876a-cadd7ef27b71,final-survey,,"['multi', 'benchmark', 'single']",[],"[{'questionId': 'favorite', 'answer': '0'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '0'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""multi"",""benchmark"",""single""]'}, {'questionId': 'feedback', 'answer': 'No is ok'}]"
aed5130a-5254-40ef-9130-ef62a8c984d7,final-survey,,"['single', 'benchmark', 'multi']","[{'questionId': 'age', 'answer': '49'}]","[{'questionId': 'favorite', 'answer': '2'}, {'questionId': 'favoriteWhy', 'answer': 'convenient way to sort by various criteria\n'}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'force of habit :)'}, {'questionId': 'rank', 'answer': '[""multi"",""benchmark"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
af333a5b-e51b-441e-8191-c300e5ccf9f6,final-survey,,"['single', 'multi', 'benchmark']","[{'questionId': 'age', 'answer': '35'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': ''}, {'questionId': 'real', 'answer': '2'}, {'questionId': 'realWhy', 'answer': ''}, {'questionId': 'rank', 'answer': '[""multi"",""benchmark"",""single""]'}, {'questionId': 'feedback', 'answer': ''}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': '2 – 3 times a year'}]"
afde493d-4d56-4f34-9266-9f461e76b6ab,final-survey,,"['single', 'benchmark', 'multi']","[{'questionId': 'age', 'answer': '51'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': 'I got used to it'}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': ""It's practical and quick""}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': 'No scrolling for me, thank you :)'}, {'questionId': 'sex', 'answer': 'Female'}, {'questionId': 'travelFrequency', 'answer': 'More than 3 times a year'}]"
b564343c-e1ab-4245-abb8-ab8a91b2dc5c,final-survey,,"['multi', 'benchmark', 'single']",[],"[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': 'It was the easiest way to booked a hotel.'}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'The easiest and fastest way.'}, {'questionId': 'rank', 'answer': '[""benchmark"",""single"",""multi""]'}, {'questionId': 'feedback', 'answer': ''}]"
b83c0354-eacf-4173-93e1-74727e4ba6d6,final-survey,,"['multi', 'single', 'benchmark']","[{'questionId': 'age', 'answer': '35'}]","[{'questionId': 'favorite', 'answer': '1'}, {'questionId': 'favoriteWhy', 'answer': ""Easy to find what I'm looking for and easy to use in general""}, {'questionId': 'real', 'answer': '1'}, {'questionId': 'realWhy', 'answer': 'Was the fastest option for me, I could find what I was looking for in under a minute.'}, {'questionId': 'rank', 'answer': '[""single"",""benchmark"",""multi""]'}, {'questionId': 'feedback', 'answer': 'Nice work, but I doubt the Multi-directional interface will be useful in the long run. :) Otherwise, nice survey - job well done! And good luck! ;)'}, {'questionId': 'sex', 'answer': 'Male'}, {'questionId': 'travelFrequency', 'answer': '2 – 3 times a year'}]"
